TEAM_NAME,GAME_DATE,MATCHUP,PTS,FG3M,REB,AST,BLK
Chicago Bulls,2025-04-04T00:00:00,CHI vs. POR,118,10,61,25,8
Cleveland Cavaliers,2025-04-04T00:00:00,CLE @ SAS,114,22,44,31,4
San Antonio Spurs,2025-04-04T00:00:00,SAS vs. CLE,113,16,44,27,4
Portland Trail Blazers,2025-04-04T00:00:00,POR @ CHI,113,11,54,23,5
Toronto Raptors,2025-04-04T00:00:00,TOR vs. DET,105,13,49,24,6
Oklahoma City Thunder,2025-04-04T00:00:00,OKC @ HOU,111,13,33,24,6
Denver Nuggets,2025-04-04T00:00:00,DEN @ GSW,104,12,38,28,4
New Orleans Pelicans,2025-04-04T00:00:00,NOP @ LAL,108,14,38,27,2
Phoenix Suns,2025-04-04T00:00:00,PHX @ BOS,103,12,40,24,2
Charlotte Hornets,2025-04-04T00:00:00,CHA vs. SAC,102,8,45,17,2
Dallas Mavericks,2025-04-04T00:00:00,DAL @ LAC,91,4,39,19,0
Utah Jazz,2025-04-04T00:00:00,UTA @ IND,112,16,52,21,1
Minnesota Timberwolves,2025-04-03T00:00:00,MIN @ BKN,105,13,45,27,10
Milwaukee Bucks,2025-04-03T00:00:00,MIL @ PHI,126,16,40,32,7
Orlando Magic,2025-04-03T00:00:00,ORL @ WAS,109,11,47,27,8
Portland Trail Blazers,2025-04-03T00:00:00,POR @ TOR,112,10,54,20,6
Golden State Warriors,2025-04-03T00:00:00,GSW @ LAL,123,19,46,30,2
Memphis Grizzlies,2025-04-03T00:00:00,MEM @ MIA,110,16,49,24,4
Miami Heat,2025-04-03T00:00:00,MIA vs. MEM,108,14,47,24,8
Los Angeles Lakers,2025-04-03T00:00:00,LAL vs. GSW,116,18,39,23,3
Toronto Raptors,2025-04-03T00:00:00,TOR vs. POR,103,12,35,29,1
Washington Wizards,2025-04-03T00:00:00,WAS vs. ORL,97,12,38,16,3
Philadelphia 76ers,2025-04-03T00:00:00,PHI vs. MIL,113,12,40,30,4
Brooklyn Nets,2025-04-03T00:00:00,BKN vs. MIN,90,11,34,30,0
Houston Rockets,2025-04-02T00:00:00,HOU vs. UTA,143,19,63,30,6
Miami Heat,2025-04-02T00:00:00,MIA @ BOS,124,14,34,28,2
Cleveland Cavaliers,2025-04-02T00:00:00,CLE vs. NYK,124,12,44,23,5
Oklahoma City Thunder,2025-04-02T00:00:00,OKC vs. DET,119,10,46,25,11
LA Clippers,2025-04-02T00:00:00,LAC vs. NOP,114,13,30,27,4
Indiana Pacers,2025-04-02T00:00:00,IND vs. CHA,119,18,38,29,6
San Antonio Spurs,2025-04-02T00:00:00,SAS @ DEN,113,17,52,27,5
Washington Wizards,2025-04-02T00:00:00,WAS vs. SAC,116,17,41,24,3
Dallas Mavericks,2025-04-02T00:00:00,DAL vs. ATL,120,15,42,27,8
Atlanta Hawks,2025-04-02T00:00:00,ATL @ DAL,118,15,43,29,3
Sacramento Kings,2025-04-02T00:00:00,SAC @ WAS,111,10,48,25,3
Denver Nuggets,2025-04-02T00:00:00,DEN vs. SAS,106,13,58,24,4
Charlotte Hornets,2025-04-02T00:00:00,CHA @ IND,105,10,44,20,2
Detroit Pistons,2025-04-02T00:00:00,DET @ OKC,103,10,43,20,7
New Orleans Pelicans,2025-04-02T00:00:00,NOP @ LAC,98,4,39,29,4
New York Knicks,2025-04-02T00:00:00,NYK @ CLE,105,11,39,24,2
Boston Celtics,2025-04-02T00:00:00,BOS vs. MIA,103,12,43,24,6
Utah Jazz,2025-04-02T00:00:00,UTA @ HOU,105,10,39,25,6
Chicago Bulls,2025-04-01T00:00:00,CHI vs. TOR,137,14,49,36,2
Portland Trail Blazers,2025-04-01T00:00:00,POR @ ATL,127,13,54,30,5
New York Knicks,2025-04-01T00:00:00,NYK vs. PHI,105,12,44,23,4
Orlando Magic,2025-04-01T00:00:00,ORL @ SAS,116,18,41,28,7
Milwaukee Bucks,2025-04-01T00:00:00,MIL vs. PHX,133,17,29,32,5
Golden State Warriors,2025-04-01T00:00:00,GSW @ MEM,134,22,49,29,3
Minnesota Timberwolves,2025-04-01T00:00:00,MIN @ DEN,140,19,52,35,2
Denver Nuggets,2025-04-01T00:00:00,DEN vs. MIN,139,12,45,33,7
Memphis Grizzlies,2025-04-01T00:00:00,MEM vs. GSW,125,18,43,22,6
Phoenix Suns,2025-04-01T00:00:00,PHX @ MIL,123,18,33,26,0
San Antonio Spurs,2025-04-01T00:00:00,SAS vs. ORL,105,13,38,24,4
Atlanta Hawks,2025-04-01T00:00:00,ATL vs. POR,113,7,45,26,8
Philadelphia 76ers,2025-04-01T00:00:00,PHI @ NYK,91,6,42,23,5
Toronto Raptors,2025-04-01T00:00:00,TOR @ CHI,118,20,35,35,3
Oklahoma City Thunder,2025-03-31T00:00:00,OKC vs. CHI,145,23,44,39,6
Miami Heat,2025-03-31T00:00:00,MIA @ WAS,120,9,62,29,2
Boston Celtics,2025-03-31T00:00:00,BOS @ MEM,117,21,54,30,3
LA Clippers,2025-03-31T00:00:00,LAC @ ORL,96,8,47,18,5
Los Angeles Lakers,2025-03-31T00:00:00,LAL vs. HOU,104,16,45,22,6
Brooklyn Nets,2025-03-31T00:00:00,BKN @ DAL,113,20,40,32,3
Charlotte Hornets,2025-03-31T00:00:00,CHA vs. UTA,110,15,47,33,5
Indiana Pacers,2025-03-31T00:00:00,IND vs. SAC,111,14,40,28,5
Sacramento Kings,2025-03-31T00:00:00,SAC @ IND,109,12,45,22,2
Dallas Mavericks,2025-03-31T00:00:00,DAL vs. BKN,109,10,49,29,3
Utah Jazz,2025-03-31T00:00:00,UTA @ CHA,106,14,41,25,2
Houston Rockets,2025-03-31T00:00:00,HOU @ LAL,98,10,51,26,5
Orlando Magic,2025-03-31T00:00:00,ORL vs. LAC,87,7,32,18,4
Memphis Grizzlies,2025-03-31T00:00:00,MEM vs. BOS,103,11,45,21,3
Washington Wizards,2025-03-31T00:00:00,WAS vs. MIA,94,13,39,22,4
Chicago Bulls,2025-03-31T00:00:00,CHI @ OKC,117,16,43,29,7
Golden State Warriors,2025-03-30T00:00:00,GSW @ SAS,148,21,44,42,3
Houston Rockets,2025-03-30T00:00:00,HOU @ PHX,148,18,45,37,4
Atlanta Hawks,2025-03-30T00:00:00,ATL @ MIL,145,17,46,36,2
Minnesota Timberwolves,2025-03-30T00:00:00,MIN vs. DET,123,12,59,24,9
Toronto Raptors,2025-03-30T00:00:00,TOR @ PHI,127,17,46,32,4
New York Knicks,2025-03-30T00:00:00,NYK vs. POR,110,10,44,27,10
Cleveland Cavaliers,2025-03-30T00:00:00,CLE vs. LAC,127,15,45,33,3
New Orleans Pelicans,2025-03-30T00:00:00,NOP vs. CHA,98,9,57,24,8
Charlotte Hornets,2025-03-30T00:00:00,CHA @ NOP,94,8,50,20,6
LA Clippers,2025-03-30T00:00:00,LAC @ CLE,122,16,44,25,4
Portland Trail Blazers,2025-03-30T00:00:00,POR @ NYK,93,9,39,19,4
Philadelphia 76ers,2025-03-30T00:00:00,PHI vs. TOR,109,8,46,25,10
Detroit Pistons,2025-03-30T00:00:00,DET @ MIN,104,12,44,22,3
Milwaukee Bucks,2025-03-30T00:00:00,MIL vs. ATL,124,12,36,21,2
Phoenix Suns,2025-03-30T00:00:00,PHX vs. HOU,109,10,39,25,5
San Antonio Spurs,2025-03-30T00:00:00,SAS vs. GSW,106,16,34,30,3
Orlando Magic,2025-03-29T00:00:00,ORL vs. SAC,121,18,49,31,2
Miami Heat,2025-03-29T00:00:00,MIA @ PHI,118,20,47,33,4
Oklahoma City Thunder,2025-03-29T00:00:00,OKC vs. IND,132,17,47,26,4
Boston Celtics,2025-03-29T00:00:00,BOS @ SAS,121,17,54,32,4
Los Angeles Lakers,2025-03-29T00:00:00,LAL @ MEM,134,19,42,30,3
Brooklyn Nets,2025-03-29T00:00:00,BKN @ WAS,115,18,49,25,4
Dallas Mavericks,2025-03-29T00:00:00,DAL @ CHI,120,9,41,28,8
Chicago Bulls,2025-03-29T00:00:00,CHI vs. DAL,119,14,56,31,3
Washington Wizards,2025-03-29T00:00:00,WAS vs. BKN,112,9,40,21,7
Memphis Grizzlies,2025-03-29T00:00:00,MEM vs. LAL,127,14,41,33,4
San Antonio Spurs,2025-03-29T00:00:00,SAS vs. BOS,111,14,35,25,1
Indiana Pacers,2025-03-29T00:00:00,IND @ OKC,111,14,43,27,6
Philadelphia 76ers,2025-03-29T00:00:00,PHI vs. MIA,95,13,37,28,7
Sacramento Kings,2025-03-29T00:00:00,SAC @ ORL,91,7,41,17,6
Denver Nuggets,2025-03-28T00:00:00,DEN vs. UTA,129,11,45,38,13
LA Clippers,2025-03-28T00:00:00,LAC @ BKN,132,19,48,29,4
Golden State Warriors,2025-03-28T00:00:00,GSW @ NOP,111,13,50,29,1
Minnesota Timberwolves,2025-03-28T00:00:00,MIN vs. PHX,124,19,43,31,4
Detroit Pistons,2025-03-28T00:00:00,DET vs. CLE,133,15,43,25,5
Toronto Raptors,2025-03-28T00:00:00,TOR vs. CHA,108,14,45,28,5
New York Knicks,2025-03-28T00:00:00,NYK @ MIL,116,12,44,28,1
Milwaukee Bucks,2025-03-28T00:00:00,MIL vs. NYK,107,13,32,24,3
Cleveland Cavaliers,2025-03-28T00:00:00,CLE @ DET,122,15,41,16,3
Charlotte Hornets,2025-03-28T00:00:00,CHA @ TOR,97,9,56,29,5
Phoenix Suns,2025-03-28T00:00:00,PHX @ MIN,109,18,34,28,4
New Orleans Pelicans,2025-03-28T00:00:00,NOP vs. GSW,95,7,46,24,5
Brooklyn Nets,2025-03-28T00:00:00,BKN vs. LAC,100,14,43,27,3
Utah Jazz,2025-03-28T00:00:00,UTA @ DEN,93,7,42,21,0
Indiana Pacers,2025-03-27T00:00:00,IND @ WAS,162,27,50,48,2
Sacramento Kings,2025-03-27T00:00:00,SAC vs. POR,128,10,46,24,3
Oklahoma City Thunder,2025-03-27T00:00:00,OKC vs. MEM,125,13,45,28,4
Houston Rockets,2025-03-27T00:00:00,HOU @ UTA,121,12,51,26,5
Miami Heat,2025-03-27T00:00:00,MIA vs. ATL,122,18,37,26,1
Dallas Mavericks,2025-03-27T00:00:00,DAL @ ORL,101,11,40,21,1
Cleveland Cavaliers,2025-03-27T00:00:00,CLE vs. SAS,124,17,56,33,5
Chicago Bulls,2025-03-27T00:00:00,CHI vs. LAL,119,19,48,33,2
Los Angeles Lakers,2025-03-27T00:00:00,LAL @ CHI,117,12,40,30,7
San Antonio Spurs,2025-03-27T00:00:00,SAS @ CLE,116,14,50,27,3
Orlando Magic,2025-03-27T00:00:00,ORL vs. DAL,92,5,44,14,5
Atlanta Hawks,2025-03-27T00:00:00,ATL @ MIA,112,18,36,27,2
Utah Jazz,2025-03-27T00:00:00,UTA vs. HOU,110,11,33,29,5
Portland Trail Blazers,2025-03-27T00:00:00,POR @ SAC,107,16,32,23,3
Memphis Grizzlies,2025-03-27T00:00:00,MEM @ OKC,104,16,36,28,4
Washington Wizards,2025-03-27T00:00:00,WAS vs. IND,109,11,31,19,2
Boston Celtics,2025-03-26T00:00:00,BOS @ PHX,132,22,48,33,7
Toronto Raptors,2025-03-26T00:00:00,TOR @ BKN,116,10,63,34,3
LA Clippers,2025-03-26T00:00:00,LAC @ NYK,126,16,45,27,8
Denver Nuggets,2025-03-26T00:00:00,DEN vs. MIL,127,16,46,36,4
Washington Wizards,2025-03-26T00:00:00,WAS @ PHI,119,18,49,30,6
Los Angeles Lakers,2025-03-26T00:00:00,LAL @ IND,120,17,43,26,3
Indiana Pacers,2025-03-26T00:00:00,IND vs. LAL,119,15,36,31,4
Philadelphia 76ers,2025-03-26T00:00:00,PHI vs. WAS,114,14,47,22,5
Milwaukee Bucks,2025-03-26T00:00:00,MIL @ DEN,117,16,39,30,6
New York Knicks,2025-03-26T00:00:00,NYK vs. LAC,113,13,38,35,1
Phoenix Suns,2025-03-26T00:00:00,PHX vs. BOS,102,13,38,22,3
Brooklyn Nets,2025-03-26T00:00:00,BKN vs. TOR,86,8,43,16,9
Memphis Grizzlies,2025-03-25T00:00:00,MEM @ UTA,140,20,52,38,4
Detroit Pistons,2025-03-25T00:00:00,DET vs. SAS,122,15,44,33,5
Miami Heat,2025-03-25T00:00:00,MIA vs. GSW,112,17,42,26,5
Oklahoma City Thunder,2025-03-25T00:00:00,OKC @ SAC,121,19,52,30,6
New York Knicks,2025-03-25T00:00:00,NYK vs. DAL,128,10,36,40,4
Cleveland Cavaliers,2025-03-25T00:00:00,CLE @ POR,122,12,41,28,6
Houston Rockets,2025-03-25T00:00:00,HOU vs. ATL,121,11,51,17,2
Orlando Magic,2025-03-25T00:00:00,ORL @ CHA,111,13,50,22,4
Atlanta Hawks,2025-03-25T00:00:00,ATL @ HOU,114,15,42,32,1
Charlotte Hornets,2025-03-25T00:00:00,CHA vs. ORL,104,14,38,26,3
Portland Trail Blazers,2025-03-25T00:00:00,POR vs. CLE,111,17,45,28,3
Dallas Mavericks,2025-03-25T00:00:00,DAL @ NYK,113,6,33,19,3
Sacramento Kings,2025-03-25T00:00:00,SAC vs. OKC,105,23,36,32,7
San Antonio Spurs,2025-03-25T00:00:00,SAS @ DET,96,14,41,21,2
Golden State Warriors,2025-03-25T00:00:00,GSW @ MIA,86,9,38,20,1
Utah Jazz,2025-03-25T00:00:00,UTA vs. MEM,103,17,28,24,3
Dallas Mavericks,2025-03-24T00:00:00,DAL @ BKN,120,10,41,34,1
Boston Celtics,2025-03-24T00:00:00,BOS @ SAC,113,19,45,28,4
Indiana Pacers,2025-03-24T00:00:00,IND vs. MIN,119,13,46,30,5
New Orleans Pelicans,2025-03-24T00:00:00,NOP vs. PHI,112,15,51,36,5
Orlando Magic,2025-03-24T00:00:00,ORL vs. LAL,118,15,43,25,4
Chicago Bulls,2025-03-24T00:00:00,CHI @ DEN,129,17,43,31,5
Toronto Raptors,2025-03-24T00:00:00,TOR @ WAS,112,10,60,28,6
Phoenix Suns,2025-03-24T00:00:00,PHX vs. MIL,108,14,52,25,4
Milwaukee Bucks,2025-03-24T00:00:00,MIL @ PHX,106,12,36,24,0
Washington Wizards,2025-03-24T00:00:00,WAS vs. TOR,104,11,48,24,9
Denver Nuggets,2025-03-24T00:00:00,DEN vs. CHI,119,11,52,34,9
Los Angeles Lakers,2025-03-24T00:00:00,LAL @ ORL,106,10,39,19,1
Philadelphia 76ers,2025-03-24T00:00:00,PHI @ NOP,99,14,37,19,6
Minnesota Timberwolves,2025-03-24T00:00:00,MIN @ IND,103,9,45,26,3
Sacramento Kings,2025-03-24T00:00:00,SAC vs. BOS,95,8,45,23,1
Brooklyn Nets,2025-03-24T00:00:00,BKN vs. DAL,101,11,37,30,2
San Antonio Spurs,2025-03-23T00:00:00,SAS @ TOR,123,14,46,27,6
Cleveland Cavaliers,2025-03-23T00:00:00,CLE @ UTA,120,11,51,28,7
Miami Heat,2025-03-23T00:00:00,MIA vs. CHA,122,12,32,27,4
Atlanta Hawks,2025-03-23T00:00:00,ATL vs. PHI,132,17,39,35,4
Boston Celtics,2025-03-23T00:00:00,BOS @ POR,129,23,38,31,6
Detroit Pistons,2025-03-23T00:00:00,DET vs. NOP,136,13,32,26,2
Denver Nuggets,2025-03-23T00:00:00,DEN @ HOU,116,10,43,28,4
Oklahoma City Thunder,2025-03-23T00:00:00,OKC @ LAC,103,12,42,28,8
LA Clippers,2025-03-23T00:00:00,LAC vs. OKC,101,8,48,20,8
Houston Rockets,2025-03-23T00:00:00,HOU vs. DEN,111,11,45,25,7
New Orleans Pelicans,2025-03-23T00:00:00,NOP @ DET,130,20,37,35,5
Philadelphia 76ers,2025-03-23T00:00:00,PHI @ ATL,119,11,37,24,4
Portland Trail Blazers,2025-03-23T00:00:00,POR vs. BOS,116,19,38,24,3
Charlotte Hornets,2025-03-23T00:00:00,CHA @ MIA,105,11,40,24,4
Utah Jazz,2025-03-23T00:00:00,UTA vs. CLE,91,16,52,25,5
Toronto Raptors,2025-03-23T00:00:00,TOR vs. SAS,89,10,46,27,3
Chicago Bulls,2025-03-22T00:00:00,CHI @ LAL,146,19,42,41,5
New York Knicks,2025-03-22T00:00:00,NYK vs. WAS,122,13,49,29,3
Atlanta Hawks,2025-03-22T00:00:00,ATL vs. GSW,124,15,46,37,3
Milwaukee Bucks,2025-03-22T00:00:00,MIL @ SAC,114,13,42,22,3
Indiana Pacers,2025-03-22T00:00:00,IND vs. BKN,108,11,44,32,6
Brooklyn Nets,2025-03-22T00:00:00,BKN @ IND,103,15,48,20,1
Sacramento Kings,2025-03-22T00:00:00,SAC vs. MIL,108,9,44,21,2
Golden State Warriors,2025-03-22T00:00:00,GSW @ ATL,115,16,38,28,4
Washington Wizards,2025-03-22T00:00:00,WAS @ NYK,103,11,41,21,5
Los Angeles Lakers,2025-03-22T00:00:00,LAL vs. CHI,115,17,35,23,1
Minnesota Timberwolves,2025-03-21T00:00:00,MIN vs. NOP,134,19,36,40,1
Oklahoma City Thunder,2025-03-21T00:00:00,OKC vs. CHA,141,21,43,29,7
Boston Celtics,2025-03-21T00:00:00,BOS @ UTA,121,17,48,27,4
LA Clippers,2025-03-21T00:00:00,LAC vs. MEM,128,17,43,29,9
Portland Trail Blazers,2025-03-21T00:00:00,POR vs. DEN,128,14,38,30,6
Orlando Magic,2025-03-21T00:00:00,ORL @ WAS,120,17,55,25,8
Phoenix Suns,2025-03-21T00:00:00,PHX vs. CLE,123,19,46,33,3
San Antonio Spurs,2025-03-21T00:00:00,SAS vs. PHI,128,19,34,36,5
Dallas Mavericks,2025-03-21T00:00:00,DAL vs. DET,123,12,44,25,7
Houston Rockets,2025-03-21T00:00:00,HOU @ MIA,102,14,46,14,4
Miami Heat,2025-03-21T00:00:00,MIA vs. HOU,98,10,34,25,5
Detroit Pistons,2025-03-21T00:00:00,DET @ DAL,117,11,41,24,5
Philadelphia 76ers,2025-03-21T00:00:00,PHI @ SAS,120,14,32,30,4
Cleveland Cavaliers,2025-03-21T00:00:00,CLE @ PHX,112,17,44,24,5
Washington Wizards,2025-03-21T00:00:00,WAS vs. ORL,105,17,41,23,4
Denver Nuggets,2025-03-21T00:00:00,DEN @ POR,109,9,31,24,2
Memphis Grizzlies,2025-03-21T00:00:00,MEM @ LAC,108,19,40,28,3
Utah Jazz,2025-03-21T00:00:00,UTA vs. BOS,99,14,38,24,2
Charlotte Hornets,2025-03-21T00:00:00,CHA @ OKC,106,19,29,29,4
New Orleans Pelicans,2025-03-21T00:00:00,NOP @ MIN,93,11,33,20,4
Milwaukee Bucks,2025-03-20T00:00:00,MIL @ LAL,118,11,41,24,4
Charlotte Hornets,2025-03-20T00:00:00,CHA vs. NYK,115,15,52,25,3
Chicago Bulls,2025-03-20T00:00:00,CHI @ SAC,128,15,40,32,2
Indiana Pacers,2025-03-20T00:00:00,IND vs. BKN,105,8,57,18,8
Golden State Warriors,2025-03-20T00:00:00,GSW vs. TOR,117,19,38,30,5
Toronto Raptors,2025-03-20T00:00:00,TOR @ GSW,114,11,44,32,4
Brooklyn Nets,2025-03-20T00:00:00,BKN @ IND,99,14,47,20,4
Sacramento Kings,2025-03-20T00:00:00,SAC vs. CHI,116,15,36,27,5
New York Knicks,2025-03-20T00:00:00,NYK @ CHA,98,10,38,26,2
Los Angeles Lakers,2025-03-20T00:00:00,LAL vs. MIL,89,11,50,26,4
Oklahoma City Thunder,2025-03-19T00:00:00,OKC vs. PHI,133,24,55,36,5
Utah Jazz,2025-03-19T00:00:00,UTA vs. WAS,128,17,42,30,1
Portland Trail Blazers,2025-03-19T00:00:00,POR vs. MEM,115,18,65,25,6
San Antonio Spurs,2025-03-19T00:00:00,SAS vs. NYK,120,16,52,28,7
Los Angeles Lakers,2025-03-19T00:00:00,LAL vs. DEN,120,16,38,25,3
Houston Rockets,2025-03-19T00:00:00,HOU @ ORL,116,11,46,18,5
Phoenix Suns,2025-03-19T00:00:00,PHX vs. CHI,127,15,46,34,6
Indiana Pacers,2025-03-19T00:00:00,IND vs. DAL,135,16,38,29,5
Sacramento Kings,2025-03-19T00:00:00,SAC vs. CLE,123,16,41,28,1
New Orleans Pelicans,2025-03-19T00:00:00,NOP @ MIN,119,13,46,28,6
Detroit Pistons,2025-03-19T00:00:00,DET @ MIA,116,9,47,25,10
Miami Heat,2025-03-19T00:00:00,MIA vs. DET,113,10,37,24,5
Dallas Mavericks,2025-03-19T00:00:00,DAL @ IND,131,11,41,23,0
Cleveland Cavaliers,2025-03-19T00:00:00,CLE @ SAC,119,13,37,24,1
Minnesota Timberwolves,2025-03-19T00:00:00,MIN vs. NOP,115,16,40,21,6
Chicago Bulls,2025-03-19T00:00:00,CHI @ PHX,121,15,40,29,8
Orlando Magic,2025-03-19T00:00:00,ORL vs. HOU,108,9,41,23,4
Denver Nuggets,2025-03-19T00:00:00,DEN @ LAL,108,13,45,25,4
New York Knicks,2025-03-19T00:00:00,NYK @ SAS,105,11,44,28,7
Washington Wizards,2025-03-19T00:00:00,WAS @ UTA,112,12,37,30,4
Memphis Grizzlies,2025-03-19T00:00:00,MEM @ POR,99,8,40,23,4
Philadelphia 76ers,2025-03-19T00:00:00,PHI @ OKC,100,18,41,24,3
Atlanta Hawks,2025-03-18T00:00:00,ATL @ CHA,134,22,46,27,8
LA Clippers,2025-03-18T00:00:00,LAC vs. CLE,132,16,49,28,5
Golden State Warriors,2025-03-18T00:00:00,GSW vs. MIL,104,17,52,25,6
Boston Celtics,2025-03-18T00:00:00,BOS vs. BKN,104,16,48,24,5
Brooklyn Nets,2025-03-18T00:00:00,BKN @ BOS,96,13,39,21,2
Milwaukee Bucks,2025-03-18T00:00:00,MIL @ GSW,93,12,34,19,4
Cleveland Cavaliers,2025-03-18T00:00:00,CLE @ LAC,119,14,29,29,0
Charlotte Hornets,2025-03-18T00:00:00,CHA vs. ATL,102,10,39,25,8
Detroit Pistons,2025-03-17T00:00:00,DET @ NOP,127,13,50,33,7
Phoenix Suns,2025-03-17T00:00:00,PHX vs. TOR,129,20,54,34,4
New York Knicks,2025-03-17T00:00:00,NYK vs. MIA,116,16,41,30,6
Los Angeles Lakers,2025-03-17T00:00:00,LAL vs. SAS,125,19,42,34,4
Portland Trail Blazers,2025-03-17T00:00:00,POR vs. WAS,112,15,50,25,3
Chicago Bulls,2025-03-17T00:00:00,CHI @ UTA,111,14,49,29,3
Sacramento Kings,2025-03-17T00:00:00,SAC vs. MEM,132,20,38,35,7
Denver Nuggets,2025-03-17T00:00:00,DEN @ GSW,114,14,53,32,7
Houston Rockets,2025-03-17T00:00:00,HOU vs. PHI,144,22,58,35,5
Indiana Pacers,2025-03-17T00:00:00,IND @ MIN,132,17,48,28,6
Minnesota Timberwolves,2025-03-17T00:00:00,MIN vs. IND,130,13,44,25,7
Philadelphia 76ers,2025-03-17T00:00:00,PHI @ HOU,137,24,35,21,4
Golden State Warriors,2025-03-17T00:00:00,GSW vs. DEN,105,8,38,24,10
Memphis Grizzlies,2025-03-17T00:00:00,MEM @ SAC,122,13,48,24,7
Utah Jazz,2025-03-17T00:00:00,UTA vs. CHI,97,9,48,20,4
Washington Wizards,2025-03-17T00:00:00,WAS @ POR,97,12,49,27,7
San Antonio Spurs,2025-03-17T00:00:00,SAS @ LAL,109,15,44,30,5
Miami Heat,2025-03-17T00:00:00,MIA @ NYK,95,6,39,23,6
Toronto Raptors,2025-03-17T00:00:00,TOR @ PHX,89,10,40,20,2
New Orleans Pelicans,2025-03-17T00:00:00,NOP vs. DET,81,5,39,18,6
LA Clippers,2025-03-16T00:00:00,LAC vs. CHA,123,13,58,30,5
Minnesota Timberwolves,2025-03-16T00:00:00,MIN vs. UTA,128,14,49,30,6
Oklahoma City Thunder,2025-03-16T00:00:00,OKC @ MIL,121,10,50,30,3
Los Angeles Lakers,2025-03-16T00:00:00,LAL vs. PHX,107,14,40,22,5
Brooklyn Nets,2025-03-16T00:00:00,BKN vs. ATL,122,17,40,33,5
Philadelphia 76ers,2025-03-16T00:00:00,PHI @ DAL,130,14,39,21,3
Orlando Magic,2025-03-16T00:00:00,ORL @ CLE,108,13,47,21,3
Portland Trail Blazers,2025-03-16T00:00:00,POR vs. TOR,105,18,51,21,7
Toronto Raptors,2025-03-16T00:00:00,TOR @ POR,102,10,47,29,0
Dallas Mavericks,2025-03-16T00:00:00,DAL vs. PHI,125,10,45,26,3
Cleveland Cavaliers,2025-03-16T00:00:00,CLE vs. ORL,103,10,48,21,1
Atlanta Hawks,2025-03-16T00:00:00,ATL @ BKN,114,11,38,27,11
Phoenix Suns,2025-03-16T00:00:00,PHX @ LAL,96,9,51,25,4
Milwaukee Bucks,2025-03-16T00:00:00,MIL vs. OKC,105,13,34,21,8
Utah Jazz,2025-03-16T00:00:00,UTA @ MIN,102,12,44,23,0
Charlotte Hornets,2025-03-16T00:00:00,CHA @ LAC,88,6,44,27,5
Memphis Grizzlies,2025-03-15T00:00:00,MEM vs. MIA,125,12,51,31,6
Milwaukee Bucks,2025-03-15T00:00:00,MIL vs. IND,126,15,45,28,4
Oklahoma City Thunder,2025-03-15T00:00:00,OKC @ DET,113,10,44,17,8
San Antonio Spurs,2025-03-15T00:00:00,SAS vs. NOP,119,16,37,26,2
Washington Wizards,2025-03-15T00:00:00,WAS @ DEN,126,19,44,34,4
Houston Rockets,2025-03-15T00:00:00,HOU vs. CHI,117,14,54,24,6
Golden State Warriors,2025-03-15T00:00:00,GSW vs. NYK,97,13,45,25,5
Boston Celtics,2025-03-15T00:00:00,BOS @ BKN,115,13,38,29,7
Brooklyn Nets,2025-03-15T00:00:00,BKN vs. BOS,113,20,45,34,3
Denver Nuggets,2025-03-15T00:00:00,DEN vs. WAS,123,12,42,40,8
Chicago Bulls,2025-03-15T00:00:00,CHI @ HOU,114,14,36,24,5
New York Knicks,2025-03-15T00:00:00,NYK @ GSW,94,9,49,20,6
New Orleans Pelicans,2025-03-15T00:00:00,NOP @ SAS,115,12,52,34,3
Detroit Pistons,2025-03-15T00:00:00,DET vs. OKC,107,14,39,29,3
Indiana Pacers,2025-03-15T00:00:00,IND @ MIL,119,17,32,29,4
Miami Heat,2025-03-15T00:00:00,MIA @ MEM,91,9,37,24,4
Houston Rockets,2025-03-14T00:00:00,HOU vs. DAL,133,15,67,27,6
LA Clippers,2025-03-14T00:00:00,LAC @ ATL,121,12,40,27,5
Phoenix Suns,2025-03-14T00:00:00,PHX vs. SAC,122,24,34,33,3
Indiana Pacers,2025-03-14T00:00:00,IND @ PHI,112,10,45,31,4
Boston Celtics,2025-03-14T00:00:00,BOS @ MIA,103,19,41,18,4
Charlotte Hornets,2025-03-14T00:00:00,CHA @ SAS,145,26,34,42,2
Cleveland Cavaliers,2025-03-14T00:00:00,CLE @ MEM,133,19,43,32,4
Toronto Raptors,2025-03-14T00:00:00,TOR @ UTA,126,12,51,28,6
Minnesota Timberwolves,2025-03-14T00:00:00,MIN vs. ORL,118,14,45,26,6
Denver Nuggets,2025-03-14T00:00:00,DEN vs. LAL,131,13,39,30,5
Los Angeles Lakers,2025-03-14T00:00:00,LAL @ DEN,126,15,47,32,2
Orlando Magic,2025-03-14T00:00:00,ORL @ MIN,111,12,31,18,5
Utah Jazz,2025-03-14T00:00:00,UTA vs. TOR,118,16,35,23,2
Memphis Grizzlies,2025-03-14T00:00:00,MEM vs. CLE,124,11,45,25,3
San Antonio Spurs,2025-03-14T00:00:00,SAS vs. CHA,134,21,36,27,5
Philadelphia 76ers,2025-03-14T00:00:00,PHI vs. IND,100,11,43,13,9
Miami Heat,2025-03-14T00:00:00,MIA vs. BOS,91,13,38,18,4
Sacramento Kings,2025-03-14T00:00:00,SAC @ PHX,106,8,40,25,1
Atlanta Hawks,2025-03-14T00:00:00,ATL vs. LAC,98,9,44,25,6
